package_path,source_path,note
run_level/p0_same_axis_comparators/emnlp_p0_same_axis_prompt_quoting_isolation_repeat2/mismatch_notes.json,results/emnlp_p0_same_axis_prompt_quoting_isolation_repeat2/mismatch_notes.json,Run-level case summary for emnlp_p0_same_axis_prompt_quoting_isolation_repeat2
run_level/p0_same_axis_comparators/emnlp_p0_same_axis_prompt_quoting_isolation_repeat2/status.txt,results/emnlp_p0_same_axis_prompt_quoting_isolation_repeat2/status.txt,Run-level case summary for emnlp_p0_same_axis_prompt_quoting_isolation_repeat2
run_level/p0_same_axis_comparators/emnlp_p0_same_axis_prompt_quoting_isolation_v1/metrics.json,results/emnlp_p0_same_axis_prompt_quoting_isolation_v1/metrics.json,Run-level case summary for emnlp_p0_same_axis_prompt_quoting_isolation_v1
run_level/p0_same_axis_comparators/emnlp_p0_same_axis_prompt_quoting_isolation_v1/case_results.jsonl,results/emnlp_p0_same_axis_prompt_quoting_isolation_v1/case_results.jsonl,Run-level case summary for emnlp_p0_same_axis_prompt_quoting_isolation_v1
run_level/p0_same_axis_comparators/emnlp_p0_same_axis_prompt_quoting_isolation_v1/mismatch_notes.json,results/emnlp_p0_same_axis_prompt_quoting_isolation_v1/mismatch_notes.json,Run-level case summary for emnlp_p0_same_axis_prompt_quoting_isolation_v1
run_level/p0_same_axis_comparators/emnlp_p0_same_axis_prompt_quoting_isolation_v1/status.txt,results/emnlp_p0_same_axis_prompt_quoting_isolation_v1/status.txt,Run-level case summary for emnlp_p0_same_axis_prompt_quoting_isolation_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_factual_misinformation_flowfence_lite_kimi25_v1/metrics.json,results/emnlp_p1_adaptive_factual_misinformation_flowfence_lite_kimi25_v1/metrics.json,Run-level case summary for emnlp_p1_adaptive_factual_misinformation_flowfence_lite_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_factual_misinformation_flowfence_lite_kimi25_v1/case_results.jsonl,results/emnlp_p1_adaptive_factual_misinformation_flowfence_lite_kimi25_v1/case_results.jsonl,Run-level case summary for emnlp_p1_adaptive_factual_misinformation_flowfence_lite_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_factual_misinformation_flowfence_lite_kimi25_v1/mismatch_notes.json,results/emnlp_p1_adaptive_factual_misinformation_flowfence_lite_kimi25_v1/mismatch_notes.json,Run-level case summary for emnlp_p1_adaptive_factual_misinformation_flowfence_lite_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_factual_misinformation_flowfence_lite_kimi25_v1/status.txt,results/emnlp_p1_adaptive_factual_misinformation_flowfence_lite_kimi25_v1/status.txt,Run-level case summary for emnlp_p1_adaptive_factual_misinformation_flowfence_lite_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_factual_misinformation_no_defense_kimi25_v1/metrics.json,results/emnlp_p1_adaptive_factual_misinformation_no_defense_kimi25_v1/metrics.json,Run-level case summary for emnlp_p1_adaptive_factual_misinformation_no_defense_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_factual_misinformation_no_defense_kimi25_v1/case_results.jsonl,results/emnlp_p1_adaptive_factual_misinformation_no_defense_kimi25_v1/case_results.jsonl,Run-level case summary for emnlp_p1_adaptive_factual_misinformation_no_defense_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_factual_misinformation_no_defense_kimi25_v1/mismatch_notes.json,results/emnlp_p1_adaptive_factual_misinformation_no_defense_kimi25_v1/mismatch_notes.json,Run-level case summary for emnlp_p1_adaptive_factual_misinformation_no_defense_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_factual_misinformation_no_defense_kimi25_v1/status.txt,results/emnlp_p1_adaptive_factual_misinformation_no_defense_kimi25_v1/status.txt,Run-level case summary for emnlp_p1_adaptive_factual_misinformation_no_defense_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_factual_misinformation_static_keyword_filter_kimi25_v1/metrics.json,results/emnlp_p1_adaptive_factual_misinformation_static_keyword_filter_kimi25_v1/metrics.json,Run-level case summary for emnlp_p1_adaptive_factual_misinformation_static_keyword_filter_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_factual_misinformation_static_keyword_filter_kimi25_v1/case_results.jsonl,results/emnlp_p1_adaptive_factual_misinformation_static_keyword_filter_kimi25_v1/case_results.jsonl,Run-level case summary for emnlp_p1_adaptive_factual_misinformation_static_keyword_filter_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_factual_misinformation_static_keyword_filter_kimi25_v1/mismatch_notes.json,results/emnlp_p1_adaptive_factual_misinformation_static_keyword_filter_kimi25_v1/mismatch_notes.json,Run-level case summary for emnlp_p1_adaptive_factual_misinformation_static_keyword_filter_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_factual_misinformation_static_keyword_filter_kimi25_v1/status.txt,results/emnlp_p1_adaptive_factual_misinformation_static_keyword_filter_kimi25_v1/status.txt,Run-level case summary for emnlp_p1_adaptive_factual_misinformation_static_keyword_filter_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_mixed_language_flowfence_lite_kimi25_v1/metrics.json,results/emnlp_p1_adaptive_mixed_language_flowfence_lite_kimi25_v1/metrics.json,Run-level case summary for emnlp_p1_adaptive_mixed_language_flowfence_lite_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_mixed_language_flowfence_lite_kimi25_v1/case_results.jsonl,results/emnlp_p1_adaptive_mixed_language_flowfence_lite_kimi25_v1/case_results.jsonl,Run-level case summary for emnlp_p1_adaptive_mixed_language_flowfence_lite_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_mixed_language_flowfence_lite_kimi25_v1/mismatch_notes.json,results/emnlp_p1_adaptive_mixed_language_flowfence_lite_kimi25_v1/mismatch_notes.json,Run-level case summary for emnlp_p1_adaptive_mixed_language_flowfence_lite_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_mixed_language_flowfence_lite_kimi25_v1/status.txt,results/emnlp_p1_adaptive_mixed_language_flowfence_lite_kimi25_v1/status.txt,Run-level case summary for emnlp_p1_adaptive_mixed_language_flowfence_lite_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_mixed_language_no_defense_kimi25_v1/metrics.json,results/emnlp_p1_adaptive_mixed_language_no_defense_kimi25_v1/metrics.json,Run-level case summary for emnlp_p1_adaptive_mixed_language_no_defense_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_mixed_language_no_defense_kimi25_v1/case_results.jsonl,results/emnlp_p1_adaptive_mixed_language_no_defense_kimi25_v1/case_results.jsonl,Run-level case summary for emnlp_p1_adaptive_mixed_language_no_defense_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_mixed_language_no_defense_kimi25_v1/mismatch_notes.json,results/emnlp_p1_adaptive_mixed_language_no_defense_kimi25_v1/mismatch_notes.json,Run-level case summary for emnlp_p1_adaptive_mixed_language_no_defense_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_mixed_language_no_defense_kimi25_v1/status.txt,results/emnlp_p1_adaptive_mixed_language_no_defense_kimi25_v1/status.txt,Run-level case summary for emnlp_p1_adaptive_mixed_language_no_defense_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_mixed_language_static_keyword_filter_kimi25_v1/metrics.json,results/emnlp_p1_adaptive_mixed_language_static_keyword_filter_kimi25_v1/metrics.json,Run-level case summary for emnlp_p1_adaptive_mixed_language_static_keyword_filter_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_mixed_language_static_keyword_filter_kimi25_v1/case_results.jsonl,results/emnlp_p1_adaptive_mixed_language_static_keyword_filter_kimi25_v1/case_results.jsonl,Run-level case summary for emnlp_p1_adaptive_mixed_language_static_keyword_filter_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_mixed_language_static_keyword_filter_kimi25_v1/mismatch_notes.json,results/emnlp_p1_adaptive_mixed_language_static_keyword_filter_kimi25_v1/mismatch_notes.json,Run-level case summary for emnlp_p1_adaptive_mixed_language_static_keyword_filter_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_mixed_language_static_keyword_filter_kimi25_v1/status.txt,results/emnlp_p1_adaptive_mixed_language_static_keyword_filter_kimi25_v1/status.txt,Run-level case summary for emnlp_p1_adaptive_mixed_language_static_keyword_filter_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_soft_preference_flowfence_lite_kimi25_v1/metrics.json,results/emnlp_p1_adaptive_soft_preference_flowfence_lite_kimi25_v1/metrics.json,Run-level case summary for emnlp_p1_adaptive_soft_preference_flowfence_lite_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_soft_preference_flowfence_lite_kimi25_v1/case_results.jsonl,results/emnlp_p1_adaptive_soft_preference_flowfence_lite_kimi25_v1/case_results.jsonl,Run-level case summary for emnlp_p1_adaptive_soft_preference_flowfence_lite_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_soft_preference_flowfence_lite_kimi25_v1/mismatch_notes.json,results/emnlp_p1_adaptive_soft_preference_flowfence_lite_kimi25_v1/mismatch_notes.json,Run-level case summary for emnlp_p1_adaptive_soft_preference_flowfence_lite_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_soft_preference_flowfence_lite_kimi25_v1/status.txt,results/emnlp_p1_adaptive_soft_preference_flowfence_lite_kimi25_v1/status.txt,Run-level case summary for emnlp_p1_adaptive_soft_preference_flowfence_lite_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_soft_preference_no_defense_kimi25_v1/metrics.json,results/emnlp_p1_adaptive_soft_preference_no_defense_kimi25_v1/metrics.json,Run-level case summary for emnlp_p1_adaptive_soft_preference_no_defense_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_soft_preference_no_defense_kimi25_v1/case_results.jsonl,results/emnlp_p1_adaptive_soft_preference_no_defense_kimi25_v1/case_results.jsonl,Run-level case summary for emnlp_p1_adaptive_soft_preference_no_defense_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_soft_preference_no_defense_kimi25_v1/mismatch_notes.json,results/emnlp_p1_adaptive_soft_preference_no_defense_kimi25_v1/mismatch_notes.json,Run-level case summary for emnlp_p1_adaptive_soft_preference_no_defense_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_soft_preference_no_defense_kimi25_v1/status.txt,results/emnlp_p1_adaptive_soft_preference_no_defense_kimi25_v1/status.txt,Run-level case summary for emnlp_p1_adaptive_soft_preference_no_defense_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_soft_preference_static_keyword_filter_kimi25_v1/metrics.json,results/emnlp_p1_adaptive_soft_preference_static_keyword_filter_kimi25_v1/metrics.json,Run-level case summary for emnlp_p1_adaptive_soft_preference_static_keyword_filter_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_soft_preference_static_keyword_filter_kimi25_v1/case_results.jsonl,results/emnlp_p1_adaptive_soft_preference_static_keyword_filter_kimi25_v1/case_results.jsonl,Run-level case summary for emnlp_p1_adaptive_soft_preference_static_keyword_filter_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_soft_preference_static_keyword_filter_kimi25_v1/mismatch_notes.json,results/emnlp_p1_adaptive_soft_preference_static_keyword_filter_kimi25_v1/mismatch_notes.json,Run-level case summary for emnlp_p1_adaptive_soft_preference_static_keyword_filter_kimi25_v1
run_level/p1_adaptive_pilot/emnlp_p1_adaptive_soft_preference_static_keyword_filter_kimi25_v1/status.txt,results/emnlp_p1_adaptive_soft_preference_static_keyword_filter_kimi25_v1/status.txt,Run-level case summary for emnlp_p1_adaptive_soft_preference_static_keyword_filter_kimi25_v1
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_v1/metrics.json,results/baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_v1/metrics.json,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_v1
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_v1/case_results.jsonl,results/baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_v1/case_results.jsonl,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_v1
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_v1/mismatch_notes.json,results/baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_v1/mismatch_notes.json,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_v1
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_v1/status.txt,results/baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_v1/status.txt,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_v1
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_repeat1/metrics.json,results/baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_repeat1/metrics.json,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_repeat1
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_repeat1/case_results.jsonl,results/baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_repeat1/case_results.jsonl,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_repeat1
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_repeat1/mismatch_notes.json,results/baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_repeat1/mismatch_notes.json,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_repeat1
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_repeat1/status.txt,results/baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_repeat1/status.txt,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_repeat1
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_repeat2/metrics.json,results/baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_repeat2/metrics.json,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_repeat2
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_repeat2/case_results.jsonl,results/baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_repeat2/case_results.jsonl,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_repeat2
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_repeat2/mismatch_notes.json,results/baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_repeat2/mismatch_notes.json,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_repeat2
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_repeat2/status.txt,results/baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_repeat2/status.txt,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_dpr_strategyqa_minimax27_triggerquery_repeat2
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_v1/metrics.json,results/baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_v1/metrics.json,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_v1
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_v1/case_results.jsonl,results/baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_v1/case_results.jsonl,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_v1
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_v1/mismatch_notes.json,results/baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_v1/mismatch_notes.json,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_v1
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_v1/status.txt,results/baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_v1/status.txt,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_v1
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_repeat1/metrics.json,results/baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_repeat1/metrics.json,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_repeat1
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_repeat1/case_results.jsonl,results/baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_repeat1/case_results.jsonl,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_repeat1
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_repeat1/mismatch_notes.json,results/baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_repeat1/mismatch_notes.json,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_repeat1
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_repeat1/status.txt,results/baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_repeat1/status.txt,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_repeat1
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_repeat2/metrics.json,results/baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_repeat2/metrics.json,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_repeat2
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_repeat2/case_results.jsonl,results/baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_repeat2/case_results.jsonl,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_repeat2
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_repeat2/mismatch_notes.json,results/baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_repeat2/mismatch_notes.json,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_repeat2
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_repeat2/status.txt,results/baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_repeat2/status.txt,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_minimax27_triggerquery_static_keyword_filter_repeat2
run_level/minimax_mechanism_and_stress/method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_v1/metrics.json,results/method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_v1/metrics.json,MiniMax mechanism/stress run-level case summary for method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_v1
run_level/minimax_mechanism_and_stress/method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_v1/case_results.jsonl,results/method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_v1/case_results.jsonl,MiniMax mechanism/stress run-level case summary for method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_v1
run_level/minimax_mechanism_and_stress/method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_v1/mismatch_notes.json,results/method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_v1/mismatch_notes.json,MiniMax mechanism/stress run-level case summary for method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_v1
run_level/minimax_mechanism_and_stress/method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_v1/status.txt,results/method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_v1/status.txt,MiniMax mechanism/stress run-level case summary for method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_v1
run_level/minimax_mechanism_and_stress/method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_repeat1/metrics.json,results/method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_repeat1/metrics.json,MiniMax mechanism/stress run-level case summary for method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_repeat1
run_level/minimax_mechanism_and_stress/method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_repeat1/case_results.jsonl,results/method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_repeat1/case_results.jsonl,MiniMax mechanism/stress run-level case summary for method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_repeat1
run_level/minimax_mechanism_and_stress/method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_repeat1/mismatch_notes.json,results/method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_repeat1/mismatch_notes.json,MiniMax mechanism/stress run-level case summary for method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_repeat1
run_level/minimax_mechanism_and_stress/method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_repeat1/status.txt,results/method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_repeat1/status.txt,MiniMax mechanism/stress run-level case summary for method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_repeat1
run_level/minimax_mechanism_and_stress/method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_repeat2/metrics.json,results/method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_repeat2/metrics.json,MiniMax mechanism/stress run-level case summary for method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_repeat2
run_level/minimax_mechanism_and_stress/method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_repeat2/case_results.jsonl,results/method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_repeat2/case_results.jsonl,MiniMax mechanism/stress run-level case summary for method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_repeat2
run_level/minimax_mechanism_and_stress/method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_repeat2/mismatch_notes.json,results/method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_repeat2/mismatch_notes.json,MiniMax mechanism/stress run-level case summary for method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_repeat2
run_level/minimax_mechanism_and_stress/method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_repeat2/status.txt,results/method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_repeat2/status.txt,MiniMax mechanism/stress run-level case summary for method_flowfence_lite_fullreact_minimax27_triggerquery_quarantine_actioncanon_repeat2
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_minimax27_triggerquery_rewrite_only_v1/metrics.json,results/baseline_agentpoison_fullreact_minimax27_triggerquery_rewrite_only_v1/metrics.json,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_minimax27_triggerquery_rewrite_only_v1
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_minimax27_triggerquery_rewrite_only_v1/case_results.jsonl,results/baseline_agentpoison_fullreact_minimax27_triggerquery_rewrite_only_v1/case_results.jsonl,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_minimax27_triggerquery_rewrite_only_v1
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_minimax27_triggerquery_rewrite_only_v1/mismatch_notes.json,results/baseline_agentpoison_fullreact_minimax27_triggerquery_rewrite_only_v1/mismatch_notes.json,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_minimax27_triggerquery_rewrite_only_v1
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_minimax27_triggerquery_rewrite_only_v1/status.txt,results/baseline_agentpoison_fullreact_minimax27_triggerquery_rewrite_only_v1/status.txt,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_minimax27_triggerquery_rewrite_only_v1
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_minimax27_triggerquery_rewrite_only_repeat1/metrics.json,results/baseline_agentpoison_fullreact_minimax27_triggerquery_rewrite_only_repeat1/metrics.json,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_minimax27_triggerquery_rewrite_only_repeat1
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_minimax27_triggerquery_rewrite_only_repeat1/case_results.jsonl,results/baseline_agentpoison_fullreact_minimax27_triggerquery_rewrite_only_repeat1/case_results.jsonl,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_minimax27_triggerquery_rewrite_only_repeat1
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_minimax27_triggerquery_rewrite_only_repeat1/mismatch_notes.json,results/baseline_agentpoison_fullreact_minimax27_triggerquery_rewrite_only_repeat1/mismatch_notes.json,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_minimax27_triggerquery_rewrite_only_repeat1
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_minimax27_triggerquery_rewrite_only_repeat1/status.txt,results/baseline_agentpoison_fullreact_minimax27_triggerquery_rewrite_only_repeat1/status.txt,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_minimax27_triggerquery_rewrite_only_repeat1
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_minimax27_triggerquery_rewrite_only_repeat2/metrics.json,results/baseline_agentpoison_fullreact_minimax27_triggerquery_rewrite_only_repeat2/metrics.json,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_minimax27_triggerquery_rewrite_only_repeat2
run_level/minimax_mechanism_and_stress/baseline_agentpoison_fullreact_minimax27_triggerquery_rewrite_only_repeat2/case_results.jsonl,results/baseline_agentpoison_fullreact_minimax27_triggerquery_rewrite_only_repeat2/case_results.jsonl,MiniMax mechanism/stress run-level case summary for baseline_agentpoison_fullreact_minimax27_triggerquery_rewrite_only_repeat2
